CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,ECOSUBCD,CONGCD,MANUAL,KINDCD_NC,QA_STATUS,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,MICROPLOT_LOC,DECLINATION,EMAP_HEX,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,ECO_UNIT_PNW,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL
30852352020004,30431008020004,130010497,4.11189E+13,2012,41,4,63,54701,1,,2012,8,20,10.2,2,1,7,0,45.5,-116.66,6500,2,2,4,,M332Gf,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,24390,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
30852353020004,30431008020004,118010497,4.11189E+13,2012,41,3,37,93397,1,,2012,9,13,10.1,2,1,6,0,42.4,-120.56,5900,2,2,4,,M261Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26096,1,4,24,2,2,2,,7,1,,,2,3,0,,,7,1
30852354020004,30431008020004,100010497,4.11189E+13,2012,41,4,1,83368,1,,2012,7,8,9.8,2,1,7,0,44.88,-118.21,7500,2,2,4,,M332Gl,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,14.5,25020,1,4,24,2,2,2,,2,1,,,2,3,0,,,7,1
30852355020004,30431008020004,109010497,3.08264E+13,2012,41,2,19,73231,1,,2012,9,7,10.3,2,1,5,1,43.24,-122.26,3900,2,2,4,,M242Be,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26650,1,4,30,2,2,2,,7,1,,,2,3,0,,,7,1
30852357020004,30431008020004,108010497,4.11189E+13,2012,41,3,17,71527,1,,2012,5,16,9.6,2,1,4,0,43.72,-121.1,5700,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26204,1,4,24,3,2,2,,3,1,,,2,3,0,,,7,1
30852358020004,30431008020004,131010497,4.11189E+13,2012,41,3,65,99726,1,,2012,6,28,10,2,1,3,0,45.17,-121.64,3300,2,2,4,,M242Bc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26311,1,4,24,4,2,2,,8,1,,,2,3,0,,,7,1
30852359020004,30431008020004,119010497,3.08264E+13,2012,41,1,39,95211,1,,2012,8,15,10.4,2,1,1,0,43.68,-122.66,2900,2,2,4,,M242Ba,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26756,1,4,30,4,2,2,,3,1,,,2,3,0,,,7,1
30852360020004,30431008020004,118010497,4.11189E+13,2012,41,3,37,74935,1,,2012,9,12,10.2,2,1,3,0,42.41,-120.83,5500,2,2,4,,M261Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26210,1,4,24,3,2,2,,7,1,,,2,3,0,,,7,1
30852362020004,30431008020004,124010497,4.11189E+13,2012,41,4,49,84392,1,,2012,6,15,9.9,2,1,3,0,45.12,-119.16,4900,2,2,4,,M332Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,25383,1,4,24,3,2,2,,8,1,,,2,3,0,,,7,1
30852363020004,30431008020004,99010497,4.11189E+13,2012,41,4,61,57184,1,,2012,5,24,10,2,1,4,0,45.12,-118.08,5100,2,2,4,,M332Gl,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25019,1,4,24,3,2,2,,3,1,,,2,3,0,,,7,1
30852364020004,30431008020004,111010497,4.11189E+13,2012,41,4,23,63372,1,,2012,6,27,9.8,2,1,4,0,44.75,-118.4,5100,2,2,4,,M332Gl,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25143,1,4,24,2,2,2,,8,1,,,2,3,0,,,7,1
30852365020004,30431008020004,118010497,4.11189E+13,2012,41,3,37,95689,1,,2012,8,14,10.1,2,1,7,0,42.02,-120.22,7300,2,2,4,,M261Gf,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25983,1,4,24,4,2,2,,3,1,,,2,3,0,,,7,1
30852366020004,30431008020004,107010497,3.08264E+13,2012,41,2,15,98950,1,,2012,9,13,10.4,2,1,7,1,42.12,-124.12,1100,2,2,4,,M242Ah,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,27392,1,4,30,2,2,2,,5,1,,,2,3,0,,,7,1
30852367020004,30431008020004,116010497,4.11189E+13,2012,41,2,33,82095,1,,2012,8,1,9.8,2,1,5,0,42.12,-123.32,4900,2,2,4,,M261Ao,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,27186,1,4,30,2,2,2,,3,1,,,2,3,0,,,7,1
30852368020004,30431008020004,114010497,,2012,41,2,29,64263,1,,2012,6,12,,1,1,4,0,42.03,-123.09,2100,,,4,,M261Ao,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,27082,1,4,30,3,2,2,,4,1,,,2,3,0,,,7,1
30852369020004,30431008020004,107010497,3.08264E+13,2012,41,2,15,73788,1,,2012,10,10,10,2,1,5,4,42.66,-124.33,1900,2,2,4,,M242Ah,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,27491,1,4,30,2,2,2,,3,1,,,2,3,0,,,7,1
30852370020004,30431008020004,109010497,3.08264E+13,2012,41,2,19,88123,1,,2012,9,19,10.5,2,1,5,1,42.87,-122.86,1700,2,2,4,,M242Bg,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26867,1,4,30,3,2,2,,6,1,,,2,3,0,,,7,1
30852371020004,30431008020004,109010497,3.08264E+13,2012,41,2,19,97301,1,,2012,10,7,10.5,2,1,5,4,42.86,-122.76,3100,2,2,4,,M242Bg,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26867,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852372020004,30431008020004,114010497,3.08264E+13,2012,41,2,29,69858,1,,2012,6,19,9.7,2,1,3,0,42.87,-122.43,4300,2,2,4,,M242Bg,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26760,1,4,30,3,2,2,,3,1,,,2,3,0,,,7,1
30852373020004,30431008020004,117010497,4.1119E+13,2012,41,3,35,88530,1,,2012,10,5,10.1,2,1,1,0,42.86,-121.52,4700,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26432,1,4,24,3,2,2,,3,1,,,2,3,0,,,7,1
30852374020004,30431008020004,118010497,4.1119E+13,2012,41,3,37,66980,1,,2012,9,2,10,2,1,3,0,42.85,-120.85,6900,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26208,1,4,24,3,2,2,,3,1,,,2,3,0,,,7,1
30852375020004,30431008020004,109010497,3.08264E+13,2012,41,2,19,79733,1,,2012,10,4,9.4,2,1,5,4,43.12,-122.83,2300,2,2,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26866,1,4,30,3,2,2,,4,1,,,2,3,0,,,7,1
30852376020004,30431008020004,105010497,4.1119E+13,2012,41,2,11,80035,1,,2012,9,11,10.3,2,1,2,0,43.6,-124.18,300,2,2,4,,M242Aa,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,27386,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852377020004,30431008020004,119010497,,2012,41,1,39,75373,1,,2012,10,9,,1,1,5,0,43.61,-122.62,3100,,,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26864,1,4,30,4,2,2,,5,1,,,2,3,0,,,7,1
30852378020004,30431008020004,118010497,4.1119E+13,2012,41,3,37,75470,1,,2012,5,17,9.6,2,1,5,0,43.59,-121.03,4900,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26205,1,4,24,4,2,2,,4,1,,,2,3,0,,,7,1
30852379020004,30431008020004,118010497,4.1119E+13,2012,41,3,37,86692,1,,2012,5,21,9.6,2,1,1,0,43.59,-120.89,5100,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26205,1,4,24,2,2,2,,8,1,,,2,3,0,,,7,1
30852380020004,30431008020004,119010497,4.1119E+13,2012,41,1,39,73709,1,,2012,10,4,10.4,2,1,5,1,44.1,-124.09,700,2,2,4,,M242Aa,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,27282,1,4,30,3,2,2,,6,1,,,2,3,0,,,7,1
30852381020004,30431008020004,119010497,4.1119E+13,2012,41,1,39,65228,1,,2012,8,4,10.2,2,1,4,0,44.1,-122.31,2900,2,2,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26646,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852382020004,30431008020004,121010497,4.1119E+13,2012,41,1,43,63409,1,,2012,9,17,10.2,2,1,5,0,44.59,-122.2,3300,2,2,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26535,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852383020004,30431008020004,128010497,4.1119E+13,2012,41,0,57,67960,1,,2012,8,20,10.2,2,1,5,0,45.08,-123.93,700,2,2,4,,M242Ad,4105,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,16,27174,1,4,30,3,2,2,,4,1,,,2,3,0,,,7,1
30852384020004,30431008020004,102010497,4.1119E+13,2012,41,0,5,56568,1,,2012,9,23,10.3,2,1,6,0,45.09,-122.19,2900,2,2,4,,M242Bb,4105,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,16,26533,1,4,30,3,2,2,,4,1,,,2,3,0,,,7,1
30852385020004,30431008020004,108010497,4.1119E+13,2012,41,3,17,89786,1,,2012,5,18,9.9,2,1,3,0,43.73,-121.57,4300,2,2,4,,M242Cf,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26428,1,4,24,2,2,2,,7,1,,,2,3,0,,,7,1
30852390020004,30431008020004,130010497,,2012,41,4,63,64578,1,,2012,9,24,,1,1,5,4,45.34,-117.4,5100,,,4,,M332Ge,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,24645,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852396020004,30431008020004,114010497,,2012,41,2,29,64260,1,,2012,6,14,,1,1,7,0,42.01,-123.12,3300,,,4,,M261Ao,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,27082,1,4,30,3,2,2,,4,1,,,2,3,0,,,7,1
30852398020004,30431008020004,119010497,,2012,41,1,39,64518,1,,2012,8,25,,1,1,2,4,44.22,-124.1,100,,,4,,M242Aa,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,27281,1,4,30,2,2,2,,5,1,,,2,3,0,,,7,1
30852399020004,30431008020004,4691107000666,,2012,41,3,31,64560,1,,2012,9,4,,1,1,6,0,44.43,-121.34,2500,,,4,, 342Hb,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26314,1,4,24,3,2,2,,5,1,,,2,3,0,,,7,1
30852401020004,30431008020004,108010497,,2012,41,3,17,64395,1,,2012,6,1,,1,1,2,0,43.82,-121.49,4300,,,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26316,1,4,24,2,2,2,,7,1,,,2,3,0,,,7,1
30852643020004,30431008020004,111010497,4.11185E+13,2012,41,4,23,66986,1,,2012,8,24,10.3,2,1,4,0,44.1,-118.92,5100,2,2,4,,M332Gh,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25388,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
30852644020004,30431008020004,114010497,3.08263E+13,2012,41,2,29,53846,1,,2012,7,11,9.8,2,1,7,1,42.92,-122.56,4700,2,2,4,,M242Bb,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26867,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852645020004,30431008020004,117010497,4.11185E+13,2012,41,3,35,56584,1,,2012,6,18,9.9,2,1,5,0,42.01,-120.88,5500,2,2,4,,M261Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26211,1,4,24,3,2,2,,7,1,,,2,3,0,,,7,1
30852646020004,30431008020004,108010497,4.11185E+13,2012,41,3,17,82350,1,,2012,5,18,9.7,2,1,4,0,43.61,-120.96,5100,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26205,1,4,24,4,2,2,,8,1,,,2,3,0,,,7,1
30852647020004,30431008020004,119010497,4.11185E+13,2012,41,1,39,71846,1,,2012,7,28,10.1,2,1,6,0,44.2,-122.07,3100,2,2,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26536,1,4,30,4,2,2,,3,1,,,2,3,0,,,7,1
30852648020004,30431008020004,118010497,4.11185E+13,2012,41,3,37,69283,1,,2012,9,11,10.2,2,1,5,0,42.46,-120.74,6500,2,2,4,,M261Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26209,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
30852649020004,30431008020004,111010497,4.11185E+13,2012,41,4,23,93208,1,,2012,8,30,10.2,2,1,5,0,44.17,-119.29,5900,2,2,4,,M332Gh,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25507,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852650020004,30431008020004,4691107000666,4.11185E+13,2012,41,3,31,75502,1,,2012,8,25,9.9,2,1,4,0,44.59,-121.58,4300,2,2,4,,M242Cd,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26313,1,4,24,3,2,2,,3,1,,,2,3,0,,,7,1
30852651020004,30431008020004,119010497,3.08263E+13,2012,41,1,39,88229,1,,2012,9,12,10.5,2,1,3,0,43.46,-122.55,3300,2,2,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26757,1,4,30,2,2,2,,3,1,,,2,3,0,,,7,1
30852653020004,30431008020004,100010497,4.11185E+13,2012,41,4,1,88768,1,,2012,7,10,10.1,2,1,1,0,45.01,-117.5,4900,2,2,4,,M332Ge,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,14.5,24772,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852654020004,30431008020004,114010497,3.08263E+13,2012,41,2,29,78382,1,,2012,7,1,9.7,2,1,5,1,42.47,-122.39,3300,2,2,4,,M242Bg,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26761,1,4,30,2,2,2,,7,1,,,2,3,0,,,7,1
30852655020004,30431008020004,120010497,4.11186E+13,2012,41,1,41,53504,1,,2012,8,15,10.2,2,1,1,0,44.54,-123.95,700,2,2,4,,M242Aa,4105,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,16,27176,1,4,30,3,2,2,,1,1,,,2,3,0,,,7,1
30852657020004,30431008020004,111010497,4.11186E+13,2012,41,4,23,90292,1,,2012,7,10,10.2,2,1,4,0,44.11,-118.58,4900,2,2,4,,M332Gh,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25267,1,4,24,2,2,2,,4,1,,,2,3,0,,,7,1
30852658020004,30431008020004,119010497,4.11186E+13,2012,41,1,39,72819,1,,2012,6,21,10.1,2,1,3,0,43.56,-122.46,1700,2,2,4,,M242Ba,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26757,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852660020004,30431008020004,111010497,4.11186E+13,2012,41,4,23,92067,1,,2012,7,12,10.2,2,1,2,0,44.22,-118.99,5100,2,2,4,,M332Gp,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25387,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852661020004,30431008020004,117010497,4.11186E+13,2012,41,3,35,83110,1,,2012,6,5,9.9,2,1,1,0,43.5,-121.91,5500,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26539,1,4,24,2,2,2,,4,1,,,2,3,0,,,7,1
30852662020004,30431008020004,129010497,4.11186E+13,2012,41,4,59,77443,1,,2012,9,6,10.2,2,1,1,0,45.51,-118.31,4300,2,2,4,,M332Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25018,1,4,24,2,2,2,,8,1,,,2,3,0,,,7,1
30852664020004,30431008020004,119010497,4.11186E+13,2012,41,1,39,96881,1,,2012,8,14,10.2,2,1,1,0,43.76,-122.41,1900,2,2,4,,M242Ba,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26756,1,4,30,2,2,2,,3,1,,,2,3,0,,,7,1
30852665020004,30431008020004,130010497,4.11186E+13,2012,41,4,63,57123,1,,2012,9,27,10.4,2,1,6,0,45.88,-116.99,4300,2,2,4,,M332Gd,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,24516,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
30852666020004,30431008020004,118010497,4.11186E+13,2012,41,3,37,96493,1,,2012,8,24,10,2,1,5,0,42.45,-120.44,5500,2,2,4,,M261Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26096,1,4,24,2,2,2,,7,1,,,2,3,0,,,7,1
30852667020004,30431008020004,118010497,4.11186E+13,2012,41,3,37,68905,1,,2012,9,19,10.2,2,1,6,1,42.5,-120.76,6500,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26209,1,4,24,3,2,2,,4,1,,,2,3,0,,,7,1
30852668020004,30431008020004,111010497,4.11186E+13,2012,41,4,23,94351,1,,2012,9,12,10.4,2,1,4,0,44.01,-119.11,5500,2,2,4,,M332Gh,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25388,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852669020004,30431008020004,121010497,4.11186E+13,2012,41,1,43,66548,1,,2012,8,1,10.1,2,1,5,0,44.27,-122.37,4100,2,2,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26645,1,4,30,2,2,2,,3,1,,,2,3,0,,,7,1
30852670020004,30431008020004,106010497,4.11186E+13,2012,41,3,13,64635,1,,2012,9,25,10,2,1,7,0,44.31,-120.36,6500,2,2,4,,M332Gb,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25974,1,4,24,2,2,2,,4,1,,,2,3,0,,,7,1
30852671020004,30431008020004,130010497,4.11186E+13,2012,41,4,63,70865,1,,2012,8,22,10.3,2,1,4,0,45.79,-116.94,4900,2,2,4,,M332Gd,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,24517,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
30852672020004,30431008020004,111010497,4.11186E+13,2012,41,4,23,58083,1,,2012,7,11,9.9,2,1,5,0,44.05,-118.45,6100,2,2,4,,M332Gh,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25146,1,4,24,3,2,2,,3,1,,,2,3,0,,,7,1
30852673020004,30431008020004,100010497,4.11186E+13,2012,41,4,1,67447,1,,2012,5,23,9.9,2,1,2,0,44.99,-117.41,4100,2,2,4,,M332Ge,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,14.5,24772,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852674020004,30431008020004,129010497,3.08263E+13,2012,41,4,59,75293,1,,2012,10,16,9.3,2,1,7,0,45.91,-117.98,4700,2,2,4,,M332Gl,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,24892,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852675020004,30431008020004,117010497,4.11186E+13,2012,41,3,35,81110,1,,2012,6,19,9.9,2,1,5,0,42.11,-120.94,5300,2,2,4,,M261Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26211,1,4,24,2,2,2,,7,1,,,2,3,0,,,7,1
30852677020004,30431008020004,117010497,4.11186E+13,2012,41,3,35,65230,1,,2012,6,1,9.8,2,1,3,0,43.36,-121.92,5300,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26540,1,4,24,4,2,2,,5,1,,,2,3,0,,,7,1
30852678020004,30431008020004,119010497,4.11186E+13,2012,41,1,39,90568,1,,2012,8,5,10.2,2,1,5,0,44,-122.41,2700,2,2,4,,M242Ba,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26755,1,4,30,2,2,2,,5,1,,,2,3,0,,,7,1
30852679020004,30431008020004,111010497,4.11186E+13,2012,41,4,23,98340,1,,2012,6,4,10.1,2,1,1,0,44.58,-119.34,4500,2,2,4,,M332Gb,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25505,1,4,24,2,2,2,,1,1,,,2,3,0,,,7,1
30852680020004,30431008020004,119010497,4.11186E+13,2012,41,1,39,96094,1,,2012,6,30,10.1,2,1,4,1,43.63,-122.38,2900,2,2,4,,M242Bb,4104,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15.5,26648,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852681020004,30431008020004,117010497,4.11186E+13,2012,41,3,35,61025,1,,2012,7,21,10,2,1,2,0,42.66,-121.75,4500,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26543,1,4,24,3,2,2,,4,1,,,2,3,0,,,7,1
30852682020004,30431008020004,99010497,4.11186E+13,2012,41,4,61,84122,1,,2012,8,31,10.2,2,1,6,0,45.6,-118.08,3500,2,2,4,,M332Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25017,1,4,24,4,2,2,,6,1,,,2,3,0,,,7,1
30852683020004,30431008020004,111010497,4.11186E+13,2012,41,4,23,61150,1,,2012,6,28,9.8,2,1,6,0,44.08,-118.83,5900,2,2,4,,M332Gh,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25388,1,4,24,2,2,2,,1,1,,,2,3,0,,,7,1
30852684020004,30431008020004,106010497,4.11186E+13,2012,41,3,13,54035,1,,2012,9,19,9.9,2,1,5,0,44.22,-120.28,5300,2,2,4,,M332Gb,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25859,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
30852685020004,30431008020004,125010497,4.11186E+13,2012,41,0,51,59944,1,,2012,8,15,10.2,2,1,2,0,45.47,-122.04,1300,2,2,4,,M242Ba,4103,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,16,26421,1,4,30,2,2,2,,7,1,,,2,3,0,,,7,1
30852686020004,30431008020004,102010497,4.11186E+13,2012,41,0,5,91163,1,,2012,9,8,10.2,2,1,8,0,45.42,-121.91,2900,2,2,4,,M242Bb,4103,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,16,26421,1,4,30,2,2,2,,5,1,,,2,3,0,,,7,1
30852687020004,30431008020004,118010497,4.11186E+13,2012,41,3,37,84268,1,,2012,5,15,9.6,2,1,5,0,43.55,-121.29,5100,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26317,1,4,24,3,2,2,,4,1,,,2,3,0,,,7,1
30852688020004,30431008020004,129010497,4.11186E+13,2012,41,4,59,58821,1,,2012,6,17,10,2,1,6,0,45.43,-118.24,3900,2,2,4,,M332Gc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25018,1,4,24,4,2,2,,2,1,,,2,3,0,,,7,1
30852689020004,30431008020004,117010497,4.11186E+13,2012,41,3,35,77440,1,,2012,9,28,10.1,2,1,6,0,43.46,-122.09,5700,2,2,4,,M242Bc,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26649,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
30852690020004,30431008020004,117010497,4.11186E+13,2012,41,3,35,61525,1,,2012,5,30,9.8,2,1,4,0,43.18,-121.85,4900,2,2,4,,M242Ce,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,26541,1,4,24,2,2,2,,5,1,,,2,3,0,,,7,1
30852692020004,30431008020004,106010497,4.11186E+13,2012,41,3,13,63677,1,,2012,8,21,9.9,2,1,5,0,44.07,-120.23,4500,2,2,4,, 342Ha,4102,5.1,,1,,3/13/2013 0:00,20004,,8/8/2017 0:00,489998,OFFSET,15,25859,1,4,24,2,2,2,,3,1,,,2,3,0,,,7,1
