CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,ECOSUBCD,CONGCD,MANUAL,KINDCD_NC,QA_STATUS,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,MICROPLOT_LOC,DECLINATION,EMAP_HEX,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,ECO_UNIT_PNW,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL
290008942489998,273493075489998,102010497,41120120010497,2015,41,0,5,84695,1,,2015,6,15,9.8999996185,2,1,5,1,45.453034,-122.023788,2100,2,2,2,,M242Ba,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26421,1,4,30,2,2,5,,6,1,,,2,3,0,,,7,2
290008949489998,273493075489998,102010497,41120104010497,2015,41,0,5,83330,1,,2015,9,9,9.8000001907,2,1,4,0,45.429512,-122.165839,1300,2,2,2,,M242Ba,4103,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26531,1,4,30,2,2,5,,7,1,,,2,3,0,,,7,2
290008953489998,273493075489998,102010497,41119889010497,2015,41,0,5,59761,1,,2015,7,20,10,2,1,2,0,44.918504,-122.099906,4500,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,2,2,5,,4,1,,,2,3,0,,,7,2
290008978489998,273493075489998,102010497,33093210020004,2015,41,0,5,78307,1,,2015,7,21,9,2,1,5,0,44.934617,-122.125921,3500,2,2,2,,M242Bb,4105,6.0999999046,,1,,03/07/16 12:00 AM,489998,,08/08/17 12:00 AM,489998,OFFSET,15,26533,1,4,30,3,2,5,,2,1,,,2,3,0,,,7,2
29394728010497,8655376010901,102010497,,2006,41,0,5,78730,3,8,2009,9,30,,1,1,,,45.082463,-121.952682,3900,,,3,,M242Bb,4105,3,,1,,06/02/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,17,26422,2,1,30,1,5,7,,,,,,,,,,,7,2
29395056010497,29396162010497,102010497,,2008,41,0,5,79292,1,,2008,10,18,,1,1,2,8,44.939398,-122.201017,2500,,,5,,M242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,3,1,8,,6,,,,,,,,,7,2
29395077010497,29396162010497,102010497,,2008,41,0,5,63836,1,,2008,9,27,,1,1,6,0,44.988725,-122.200332,3700,,,5,,M242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,2,1,8,,4,,,,,,,,,7,2
29395153010497,29396162010497,102010497,,2008,41,0,5,67659,1,,2008,8,5,,1,1,4,0,45.454587,-121.948841,3900,,,5,,M242Bb,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,3,1,8,,3,,,,,,,,,7,2
29395182010497,29396162010497,102010497,,2008,41,0,5,53553,1,,2008,10,10,,1,1,3,0,44.936784,-121.888988,2500,,,5,,M242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26423,1,4,30,4,1,8,,8,,,,,,,,,7,2
29395223010497,29396162010497,102010497,,2008,41,0,5,94466,1,,2008,10,26,,1,1,3,0,44.937751,-121.992998,3500,,,5,,M242Ba,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26423,1,4,30,2,1,8,,1,,,,,,,,,7,2
29395241010497,29396162010497,102010497,,2008,41,0,5,74825,1,,2008,9,30,,1,1,7,0,45.159736,-122.023902,3700,,,5,,M242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,3,1,8,,4,,,,,,,,,7,2
29395261010497,29396162010497,102010497,,2008,41,0,5,82108,1,,2008,8,1,,1,1,6,0,45.431405,-122.124147,1700,,,5,,M242Ba,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26531,1,4,30,3,1,8,,1,,,,,,,,,7,2
29395297010497,29396162010497,102010497,,2008,41,0,5,54272,1,,2008,10,19,,1,1,4,4,45.01252,-122.095838,3700,,,5,,M242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,3,1,8,,4,,,,,,,,,7,2
29395315010497,29396162010497,102010497,,2008,41,0,5,67406,1,,2008,10,2,,1,1,1,0,45.083124,-121.747111,3500,,,5,,M242Bc,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,3,1,8,,1,,,,,,,,,7,2
29395319010497,29396162010497,102010497,,2008,41,0,5,81178,1,,2008,10,16,,1,1,3,0,45.011334,-121.956989,3300,,,5,,M242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26423,1,4,30,2,1,8,,4,,,,,,,,,7,2
29395345010497,29396162010497,102010497,,2008,41,0,5,85875,1,,2008,8,30,,1,1,6,0,45.206985,-121.814059,3900,,,5,,M242Bc,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,2,1,8,,1,,,,,,,,,7,2
29395380010497,29396162010497,102010497,,2008,41,0,5,90961,1,,2008,11,1,,1,1,5,0,44.937117,-121.923657,3500,,,5,,M242Bb,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26423,1,4,30,2,1,8,,4,,,,,,,,,7,2
29395410010497,29396162010497,102010497,,2008,41,0,5,65501,1,,2008,8,29,,1,1,1,0,45.107783,-121.746571,3500,,,5,,M242Bc,4105,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,4,1,8,,5,,,,,,,,,7,2
29395448010497,29396162010497,102010497,,2008,41,0,5,70536,1,,2008,10,1,,1,1,4,0,45.182682,-121.849388,3900,,,5,,M242Bc,4103,3,,1,,06/06/09 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,4,1,8,,3,,,,,,,,,7,2
29880114010497,29878200010497,102010497,,2009,41,0,5,63561,2,,2009,5,14,,1,1,,,45.305694,-122.408281,700,,,1,, 242Bd,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,1,4,30,1,5,10,0,,,,,,,,,,7,1
29880124010497,29878200010497,102010497,,2009,41,0,5,86301,2,,2009,9,30,,1,1,,,45.312824,-122.573632,500,,,1,, 242Bd,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,2,1,30,1,5,10,,,,,,,,,,,7,1
29880125010497,29878200010497,102010497,,2009,41,0,5,50339,1,,2009,7,30,,1,1,2,4,45.30291,-122.061995,3700,,,1,,M242Bb,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,10,0,4,,,,,,,,,7,1
29880194010497,29878200010497,102010497,,2009,41,0,5,51724,1,,2009,6,2,,1,1,2,1,45.348235,-122.248105,1100,,,1,,M242Ba,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,10,0,5,,,,,,,,,7,1
29880195010497,29878200010497,102010497,,2009,41,0,5,92746,2,,2009,6,14,,1,1,5,0,45.354573,-121.714242,7900,,,1,,M242Bc,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,,26310,1,4,30,1,5,10,,3,,,,,,,,,7,1
29880205010497,29878200010497,102010497,,2009,41,0,5,94944,1,,2009,10,2,,1,1,6,4,45.351974,-121.912611,3100,,,1,,M242Bb,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,1,5,10,0,3,,,,,,,,,7,1
29880286010497,29878200010497,102010497,,2009,41,0,5,91526,3,2,2009,5,15,,1,1,,,45.456599,-122.608002,100,,,1,, 242Ba,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,1,1,30,1,5,10,0,,,,,,,,,,7,1
29880287010497,29878200010497,102010497,,2009,41,0,5,74773,3,2,2009,9,29,,1,1,,,45.447188,-122.398235,700,,,1,, 242Bd,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26641,1,4,30,1,5,10,0,,,,,,,,,,7,1
29881403010497,29878200010497,102010497,,2009,41,0,5,57175,1,,2009,7,29,,1,1,3,0,45.206505,-121.849786,3100,,,1,,M242Bb,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,1,5,10,0,5,,,,,,,,,7,1
29881412010497,29878200010497,102010497,,2009,41,0,5,98844,1,,2009,7,24,4.8000001907,1,1,1,0,45.259676,-122.262848,1100,,,1,1,M242Ba,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,10,0,7,,,,,,,,,7,1
29881447010497,29878197010497,102010497,,2009,41,0,5,97002,1,,2009,9,4,,1,1,5,0,45.035138,-122.202177,2500,,,1,,M242Ba,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,2,1,9,,5,,,,,,,,,7,1
29881453010497,29878197010497,102010497,,2009,41,0,5,99834,1,,2009,5,25,,1,1,5,1,45.452521,-122.092474,1700,,,1,,M242Ba,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26531,1,4,30,3,1,9,,5,,,,,,,,,7,1
29881531010497,29878197010497,102010497,,2009,41,0,5,67017,1,,2009,7,16,,1,1,5,2,45.425653,-121.83862,3500,,,1,,M242Bb,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,2,1,9,,5,,,,,,,,,7,1
29881695010497,29878197010497,102010497,,2009,41,0,5,64008,1,,2009,9,2,,1,1,7,4,45.010368,-122.164465,3500,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,3,1,9,,4,,,,,,,,,7,1
29881756010497,29878197010497,102010497,,2009,41,0,5,62987,1,,2009,6,1,,1,1,1,1,45.407161,-122.013849,2700,,,1,,M242Bb,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,2,1,9,,5,,,,,,,,,7,1
29881866010497,29878197010497,102010497,,2009,41,0,5,64264,1,,2009,6,14,,1,1,5,2,45.008123,-122.032539,2500,,,1,,M242Ba,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,3,1,9,,4,,,,,,,,,7,1
29881955010497,29878197010497,102010497,,2009,41,0,5,87627,1,,2009,7,28,,1,1,2,0,45.154341,-121.812181,4100,,,1,,M242Bc,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,3,1,9,,5,,,,,,,,,7,1
29881956010497,29878197010497,102010497,,2009,41,0,5,73092,1,,2009,9,22,,1,1,5,0,45.029312,-121.744115,4300,,,1,,M242Bc,4102,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16,26423,1,4,30,2,1,9,,1,,,,,,,,,7,1
29882031010497,29878197010497,102010497,,2009,41,0,5,77887,1,,2009,8,4,,1,1,4,2,44.986095,-122.030051,2900,,,1,,M242Ba,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,2,1,9,,5,,,,,,,,,7,1
29882032010497,29878197010497,102010497,,2009,41,0,5,95895,1,,2009,7,27,,1,1,2,0,45.132546,-122.021643,4300,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,2,1,9,,3,,,,,,,,,7,1
29882038010497,29878197010497,102010497,,2009,41,0,5,86398,1,,2009,6,9,,1,1,5,4,45.130901,-122.197979,2900,,,1,,M242Ba,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,3,1,9,,4,,,,,,,,,7,1
29882122010497,29878197010497,102010497,,2009,41,0,5,74115,1,,2009,10,5,,1,1,3,1,45.301069,-121.813674,2700,,,1,,M242Bb,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,4,1,9,,6,,,,,,,,,7,1
29882123010497,29878197010497,102010497,,2009,41,0,5,63418,1,,2009,9,20,,1,1,5,0,45.039028,-121.893681,3900,,,1,,M242Bc,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,2,1,9,,1,,,,,,,,,7,1
29882335010497,29878197010497,102010497,,2009,41,0,5,93507,1,,2009,5,17,,1,1,3,0,45.379252,-121.87667,1900,,,1,,M242Ba,4103,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26421,1,4,30,2,1,9,,8,,,,,,,,,7,1
29882404010497,29878200010497,102010497,,2009,41,0,5,64014,1,,2009,6,18,,1,1,5,0,44.966098,-122.33862,3700,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26643,1,4,30,1,5,10,0,3,,,,,,,,,7,1
29882412010497,29878200010497,102010497,,2009,41,0,5,58380,1,,2009,6,30,,1,1,2,1,45.01003,-122.544859,1300,,,1,,M242Ba,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26642,1,4,30,1,5,10,0,8,,,,,,,,,7,1
29882413010497,29878200010497,102010497,,2009,41,0,5,85876,1,,2009,6,12,,1,1,4,2,45.007925,-121.991198,2500,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,1,5,10,0,4,,,,,,,,,7,1
29882432010497,29878197010497,102010497,,2009,41,0,5,67053,1,,2009,6,8,,1,1,4,0,45.015259,-121.880849,2500,,,1,,M242Bc,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26423,1,4,30,3,1,9,,5,,,,,,,,,7,1
29882484010497,29878200010497,102010497,,2009,41,0,5,72129,1,,2009,9,12,,1,1,6,4,45.012788,-122.197903,3700,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26533,1,4,30,1,5,10,0,4,,,,,,,,,7,1
29882501010497,29878200010497,102010497,,2009,41,0,5,84188,2,,2009,9,30,,1,1,,,45.106798,-122.675959,300,,,1,, 242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26750,2,1,30,1,5,10,,,,,,,,,,,7,1
29882571010497,29878200010497,102010497,,2009,41,0,5,80021,3,2,2009,5,27,,1,1,,,45.154414,-122.536675,300,,,1,, 242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26642,1,1,30,1,5,10,0,,,,,,,,,,7,1
29882572010497,29878200010497,102010497,,2009,41,0,5,60366,1,,2009,5,27,,1,1,5,0,45.119192,-122.368612,1900,,,1,,M242Ba,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26642,1,4,30,1,5,10,0,4,,,,,,,,,7,1
29882573010497,29878200010497,102010497,,2009,41,0,5,80796,1,,2009,7,26,,1,1,4,1,45.160167,-122.067917,3500,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26532,1,4,30,1,5,10,0,3,,,,,,,,,7,1
29882684010497,29878197010497,102010497,,2009,41,0,5,71303,1,,2009,5,11,,1,1,2,4,45.087802,-121.924712,2300,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,2,1,9,,5,,,,,,,,,7,1
29882687010497,29878197010497,102010497,,2009,41,0,5,67248,1,,2009,8,6,,1,1,4,0,44.912724,-121.960227,4500,,,1,,M242Bb,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26423,1,4,30,3,1,9,,3,,,,,,,,,7,1
29883034010497,29878197010497,102010497,,2009,41,0,5,98891,1,,2009,9,29,,1,1,5,0,45.060463,-121.824328,3900,,,1,,M242Bc,4105,3,,1,,05/27/10 12:00 AM,10497,,08/08/17 12:00 AM,489998,OFFSET,16.5,26422,1,4,30,2,1,9,,5,,,,,,,,,7,1
30763298020004,48466121010497,102010497,,2012,41,0,5,79617,1,,2012,9,26,,1,1,1,0,45.0524,-122.609912,900,,,4,, 242Bd,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26642,1,4,30,1,6,3,,4,0,,,2,3,0,,,7,1
30763380020004,48466121010497,102010497,24007238010900,2012,41,0,5,92592,1,,2012,7,16,9.8999996185,2,1,3,0,45.304057,-121.711904,4500,2,2,4,4,M242Bc,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26310,1,4,30,1,6,3,,4,1,,,2,3,0,,,7,1
30763381020004,48466121010497,102010497,24006564010900,2012,41,0,5,92781,1,,2012,7,31,9.8000001907,2,1,5,0,45.254693,-121.779063,4900,2,2,4,,M242Bc,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26422,1,4,30,1,6,3,,3,1,,,2,3,0,,,7,1
30763382020004,48466121010497,102010497,24008319010900,2012,41,0,5,64140,1,,2012,8,7,9.8000001907,2,1,4,1,45.454801,-121.987499,2900,2,2,4,,M242Bb,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26421,1,4,30,1,6,3,,5,1,,,2,3,0,,,7,1
30763383020004,48466121010497,102010497,24008035010900,2012,41,0,5,64230,1,,2012,7,25,9.8000001907,2,1,3,4,45.418505,-121.809212,3700,2,2,4,,M242Bb,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26421,1,4,30,1,6,3,,4,1,,,2,3,0,,,7,1
30763384020004,48466121010497,102010497,24006976010900,2012,41,0,5,94310,1,,2012,8,1,9.8000001907,2,1,8,0,45.295827,-121.982351,2500,2,2,4,,M242Ba,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26421,1,4,30,1,6,3,,4,1,,,2,3,0,,,7,1
30763385020004,48466121010497,102010497,24007720010900,2012,41,0,5,70995,1,,2012,4,3,9.6000003815,2,1,5,0,45.395057,-122.11482,1100,2,2,4,,M242Ba,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26531,1,4,30,1,6,3,,4,0,,,2,3,0,,,7,1
30763386020004,48466121010497,102010497,24005653010900,2012,41,0,5,88269,1,,2012,7,10,9.8000001907,2,1,3,0,45.108034,-121.780493,3300,2,2,4,,M242Bc,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26422,1,4,30,1,6,3,,8,1,,,2,3,0,,,7,1
30763387020004,48466121010497,102010497,24005901010900,2012,41,0,5,61835,1,,2012,7,19,9.8000001907,2,1,5,1,45.109527,-121.911903,2700,2,2,4,,M242Bb,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26422,1,4,30,1,6,3,,5,1,,,2,3,0,,,7,1
30763388020004,48466121010497,102010497,24004564010900,2012,41,0,5,67043,1,,2012,7,24,9.8000001907,2,1,1,0,44.956539,-121.923142,3500,2,2,4,,M242Bb,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26423,1,4,30,1,6,3,,8,1,,,2,3,0,,,7,1
30763389020004,48466121010497,102010497,24007890010900,2012,41,0,5,94935,1,,2012,4,4,9.3999996185,2,1,5,2,45.40927,-122.329785,500,2,2,4,, 242Bd,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26531,1,4,30,1,6,3,,6,0,,,2,3,0,,,7,1
30763390020004,48466121010497,102010497,24006301010900,2012,41,0,5,84968,1,,2012,6,28,9.8000001907,2,1,5,3,45.247994,-122.128053,2700,2,2,4,,M242Ba,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26532,1,4,30,1,6,3,,5,0,,,2,3,0,,,7,1
30763391020004,48466121010497,102010497,24005348010900,2012,41,0,5,93707,1,,2012,7,9,9.8000001907,2,1,1,4,45.111091,-122.270753,3100,2,2,4,,M242Bb,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26533,1,4,30,1,6,3,,4,1,,,2,3,0,,,7,1
30763392020004,48466121010497,102010497,24004310010900,2012,41,0,5,63714,1,,2012,9,25,10,2,1,7,0,44.915034,-122.068699,3700,2,2,4,,M242Bb,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26533,1,4,30,1,6,3,,4,1,,,2,3,0,,,7,1
30763393020004,48466121010497,102010497,24004020010900,2012,41,0,5,82462,1,,2012,9,24,10,2,1,1,0,44.936824,-122.240557,3500,2,2,4,,M242Bb,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26533,1,4,30,1,6,3,,5,1,,,2,3,0,,,7,1
30763394020004,48466121010497,102010497,24007568010900,2012,41,0,5,61228,1,,2012,4,3,9.3999996185,2,1,4,1,45.358862,-122.475472,300,2,2,4,, 242Bd,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26641,1,4,30,1,6,3,,6,0,,,2,3,0,,,7,1
30763395020004,48466121010497,102010497,24007701010900,2012,41,0,5,77459,2,,2012,9,1,10,2,1,,,45.408885,-122.681007,300,2,2,4,, 242Bd,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,,26749,2,4,30,1,6,3,,,,,,,,,,,7,1
30763396020004,48466121010497,102010497,24006184010900,2012,41,0,5,96741,1,,2012,6,27,9.6000003815,2,1,4,0,45.227978,-122.636622,100,2,2,4,, 242Bb,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26750,1,4,30,1,6,3,,8,0,,,2,3,0,,,7,1
30763397020004,48466121010497,102010497,24006287010900,2012,41,0,5,96359,2,,2012,9,1,10.1999998093,2,1,,,45.207389,-122.476357,900,2,2,4,, 242Bd,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,,26642,2,4,30,1,6,3,,,,,,,,,,,7,1
30763398020004,48466121010497,102010497,24004880010900,2012,41,0,5,66396,1,,2012,6,13,9.8999996185,2,1,1,0,45.056916,-122.401672,2300,2,2,4,,M242Ba,4105,5.0999999046,,7,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26642,1,4,30,1,6,3,,7,0,,,2,3,0,,,7,1
30764129020004,48466121010497,102010497,24005081010900,2012,41,0,5,82719,1,,2012,8,8,9.8000001907,2,1,5,0,45.060818,-122.059501,1500,2,2,4,,M242Ba,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26533,1,4,30,1,6,3,,8,1,,,2,3,0,,,7,1
30852099020004,30431008020004,102010497,41118724010497,2012,41,0,5,88165,1,,2012,7,29,10.1000003815,2,1,4,0,45.18578,-121.881282,4300,2,2,4,,M242Bb,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26422,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852109020004,30431008020004,102010497,41118730010497,2012,41,0,5,92218,1,,2012,9,14,10.1999998093,2,1,7,0,45.161435,-122.169572,1900,2,2,4,,M242Ba,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26532,1,4,30,2,2,2,,7,1,,,2,3,0,,,7,1
30852112020004,30431008020004,102010497,41118733010497,2012,41,0,5,91398,1,,2012,9,15,10.1999998093,2,1,5,0,45.427679,-122.097221,2100,2,2,4,,M242Ba,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26531,1,4,30,2,2,2,,7,1,,,2,3,0,,,7,1
30852158020004,30431008020004,102010497,41118773010497,2012,41,0,5,78407,1,,2012,8,25,10.1999998093,2,1,3,0,44.963737,-121.88816,2500,2,2,4,,M242Bc,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26423,1,4,30,2,2,2,,4,1,,,2,3,0,,,7,1
30852168020004,30431008020004,102010497,41118781010497,2012,41,0,5,94571,1,,2012,8,10,10.1000003815,2,1,5,0,45.185638,-121.811137,4300,2,2,4,,M242Bc,4103,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,16,26422,1,4,30,2,2,2,,8,1,,,2,3,0,,,7,1
30852210020004,30431008020004,102010497,41118816010497,2012,41,0,5,58524,2,,2012,9,1,10.1999998093,2,1,,,45.162705,-122.094883,2300,2,2,4,,M242Ba,4105,5.0999999046,,1,,03/13/13 12:00 AM,20004,,08/08/17 12:00 AM,489998,OFFSET,,26532,2,4,30,2,2,2,,,,,,,,,,,7,1
