SOURCE,TARGET_ECOREGION,TRAIN_ECOREGION,WEIGHTED,MODEL,METRIC,TARGET,SCORE
lidar,Puget Lowland,Klamath Mountains,weighted,HistGradientBoostingRegressor,mape,BA,0.32895561401496454
lidar,Puget Lowland,Klamath Mountains,weighted,HistGradientBoostingRegressor,bias,BA,13.41056515448832
lidar,Puget Lowland,Klamath Mountains,weighted,HistGradientBoostingRegressor,rel_bias,BA,-0.07617578259244111
sentinel,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,rmse,BA,122.59955828401382
sentinel,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5333614146769279
sentinel,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,mae,BA,89.17384600959447
sentinel,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,mape,BA,0.3879450246442004
sentinel,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,bias,BA,5.173361238204594
sentinel,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.022506372023392323
sentinel,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,rmse,BA,116.44984953555341
sentinel,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5066075062302804
sentinel,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,mae,BA,83.99960214807682
sentinel,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,mape,BA,0.3654348128254167
sentinel,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,bias,BA,-0.7548550241084673
sentinel,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.0032839477496467975
lidar,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,rmse,BA,83.06654700231651
lidar,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.35890891490148813
lidar,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,mae,BA,55.237230602775504
lidar,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,mape,BA,0.23866568688900186
lidar,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,bias,BA,-8.30218499391315
lidar,Willamette Valley,Klamath Mountains,unweighted,HistGradientBoostingRegressor,rel_bias,BA,0.035871579053282296
lidar,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,rmse,BA,92.11320188013916
lidar,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,nrmse,BA,0.3979971544258424
lidar,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,mae,BA,58.27887483980684
lidar,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,mape,BA,0.25180783944048374
lidar,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,bias,BA,-14.09353385131222
lidar,Willamette Valley,Klamath Mountains,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.06089448910836268
sentinel,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,40.23003878522127
sentinel,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.48697345596369895
sentinel,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,31.791278342673056
sentinel,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.38482460249883266
sentinel,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,5.867968107927382
sentinel,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.07103012562970484
sentinel,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,43.562052256580444
sentinel,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5273065544259716
sentinel,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,33.511148155639205
sentinel,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.40564314933392637
sentinel,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-6.774730931210255
sentinel,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.08200623798572063
lidar,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,23.029086606962796
lidar,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.3755876402222866
lidar,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,17.57863868093216
lidar,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.2866948018031823
lidar,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,1.6249557060516897
lidar,Blue Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.026501844798185212
lidar,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,22.762205327447074
lidar,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.37123500081007005
lidar,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,17.330143957087238
lidar,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.28264203373080965
lidar,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-1.1164401443104328
lidar,Blue Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.01820832612285212
sentinel,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,93.68413190137986
sentinel,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.4409399299961709
sentinel,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,75.44360853668782
sentinel,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.35508787658772845
sentinel,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,21.814941642214954
sentinel,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.10267564682901371
sentinel,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,92.46000157121667
sentinel,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.43517835723957476
sentinel,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,73.5099831692176
sentinel,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.3459869475737449
sentinel,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,14.819469789886014
sentinel,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,-0.06975029643879811
lidar,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,77.73494359888711
lidar,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.38235171680546776
lidar,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,57.98063003274452
lidar,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.285186975227958
lidar,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,7.596564685632733
lidar,Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.037364914862008686
lidar,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,77.37656053577454
lidar,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.38058895255671293
lidar,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,56.18464021842008
lidar,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.27635311291224757
lidar,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,1.5927586638694746
lidar,Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,-0.007834237492081942
sentinel,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,112.12310423366638
sentinel,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.4729931664071143
sentinel,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,83.4246083452451
sentinel,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.35192808767813893
sentinel,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,-18.965077720664784
sentinel,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,0.08000449348565924
sentinel,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,112.31693048383642
sentinel,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.47381082564360566
sentinel,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,83.85598962619625
sentinel,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.3537478767341092
sentinel,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-28.57772490418523
sentinel,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.12055560433799824
lidar,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,90.47088175807725
lidar,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.4383376899800412
lidar,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,61.02826961962381
lidar,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.2956861943722207
lidar,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,-1.229078912691588
lidar,Coast Range,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,0.005954972483114012
lidar,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,91.97877474725402
lidar,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.44564353598008677
lidar,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,59.83324269300891
lidar,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.2898962061207847
lidar,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-17.959541496616374
lidar,Coast Range,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.08701522279597623
sentinel,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,63.05981863614722
sentinel,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5568781292510898
sentinel,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,45.151658652501105
sentinel,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.3987320570658214
sentinel,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,2.1688519839270235
sentinel,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.019153024248304243
sentinel,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,62.95819599319126
sentinel,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5559807047338169
sentinel,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,45.88634615247693
sentinel,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.40522004592178956
sentinel,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-4.4030770512593085
sentinel,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.03888335495224789
lidar,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,48.68711895546272
lidar,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.4117805305093823
lidar,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,34.75578067607021
lidar,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.2939535982433428
lidar,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,6.801599388301969
lidar,Eastern Cascades,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.05752581513375885
lidar,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,49.80926496394222
lidar,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.42127129292445487
lidar,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,33.780048110137535
lidar,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.28570115525113005
lidar,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-3.9671318045491186
lidar,Eastern Cascades,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.033552768660890124
sentinel,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,87.47931414790558
sentinel,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.43743873350902274
sentinel,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,67.31912272284293
sentinel,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.3366280596922573
sentinel,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,22.816548831597455
sentinel,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.1140937411450856
sentinel,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,91.65057904940896
sentinel,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.45829706845846246
sentinel,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,70.84166917741629
sentinel,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.35424248974151434
sentinel,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,11.018425665781878
sentinel,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,-0.05509743892543232
lidar,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,76.8766994254805
lidar,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.4330840082535366
lidar,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,54.61889096357152
lidar,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.30769489847565185
lidar,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,2.972894055161581
lidar,Klamath Mountains,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.016747764708219856
lidar,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,77.17706553847754
lidar,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.434776117320815
lidar,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,55.279275729021926
lidar,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.31141516850998213
lidar,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,0.7337040804360492
lidar,Klamath Mountains,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,-0.004133313557968652
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,49.62275394889094
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5612669452249276
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,36.959700418826884
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.41803923603008886
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,6.053578585093478
sentinel,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.06847007249202446
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,48.83402965601645
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5523459394511993
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,36.393220210330774
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.41163196132541485
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-8.190543522501413
sentinel,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.09264059280831047
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,50.66766178042723
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5572545521568099
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,31.96090073455906
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.35151330847963175
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,-0.6933973202050098
lidar,Northern Rockies,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,0.007626142584042423
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,50.042857962876504
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5503828166296418
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,29.76420763861896
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.32735357455094016
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-6.223349917460643
lidar,Northern Rockies,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.06844582815363556
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,91.78819388449028
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5137431962345779
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,70.45704344145224
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.3943516607419209
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,12.035521301526018
sentinel,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.06736342573181528
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,85.80060102874491
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.4802303340539251
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,65.05074877780652
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.36409235414980584
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-9.93643619436859
sentinel,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.0556147394740102
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,68.52541516030205
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.3892436349381507
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,47.08597418033439
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.2674615790605957
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,6.793353094660897
lidar,Puget Lowland,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.038588156610191736
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,69.68313897178827
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.39581983186571645
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,48.48528381050547
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.2754100513985975
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-18.087858435856862
lidar,Puget Lowland,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.10274412419610336
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,124.5371099156785
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5417906071939209
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,94.05227911649614
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.40916833098985717
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,13.675744105437124
sentinel,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.05949543640229172
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,127.71878581705337
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5556322815323355
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,98.08387169071909
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.42670751260588863
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,9.593990881738396
sentinel,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,-0.04173803413897592
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rmse,BA,102.91767043086895
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.44468044900797477
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mae,BA,65.68993427190712
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,mape,BA,0.28382909703496845
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,bias,BA,-9.873324175378881
lidar,Willamette Valley,North Cascades,unweighted,HistGradientBoostingRegressor,rel_bias,BA,0.04266006225294332
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rmse,BA,114.23871833341266
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,nrmse,BA,0.4935957484261198
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mae,BA,63.90766450237435
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,mape,BA,0.27612837355326536
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,bias,BA,-35.34232394878837
lidar,Willamette Valley,North Cascades,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.15270497686876003
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,BA,45.54311945039823
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5512868230759773
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,BA,38.897112201435064
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,BA,0.4708387495440098
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,BA,23.143517871524125
sentinel,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.28014586168368133
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,BA,38.876169649395045
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,BA,0.4705852457629651
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,BA,30.694843840943246
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,BA,0.3715525671076725
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,BA,5.663528027366979
sentinel,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,BA,-0.06855543518509684
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,BA,54.32312201366816
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.8859705795041016
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,BA,35.82719829119739
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,BA,0.5843155263439018
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,BA,20.294118631910482
lidar,Blue Mountains,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,BA,-0.3309823032688511
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,BA,21.76234755038457
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,BA,0.3549280482394342
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,BA,15.17400734304505
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,BA,0.24747701495754534
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,BA,-3.9569002458711613
lidar,Blue Mountains,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.0645341628743711
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,BA,110.0295290673885
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.5178722571241687
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,BA,81.724188185174
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,BA,0.3846484680596561
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,BA,-46.80404969961409
sentinel,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,BA,0.22029103519697735
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,BA,111.15197878947028
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5231552532072191
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mae,BA,82.26683257180207
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,mape,BA,0.3872025140116907
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,bias,BA,-50.23268992494015
sentinel,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rel_bias,BA,0.23642849999762053
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rmse,BA,98.96040776652701
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,nrmse,BA,0.4867525472269391
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mae,BA,72.48280376538567
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,mape,BA,0.356518229453836
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,bias,BA,-24.944117242511634
lidar,Cascades,Northern Rockies,unweighted,HistGradientBoostingRegressor,rel_bias,BA,0.12269161859927992
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,rmse,BA,104.34621407030754
lidar,Cascades,Northern Rockies,weighted,HistGradientBoostingRegressor,nrmse,BA,0.5132434944289859
