UUID,LIDAR_YEAR,LIDAR_ACQ,STRAT0_RETURN-PROPORTION,STRAT1_RETURN-PROPORTION,STRAT2_RETURN-PROPORTION,STRAT3_RETURN-PROPORTION,STRAT4_RETURN-PROPORTION,STRAT5_RETURN-PROPORTION,HEIGHT_05-PERCENTILE,HEIGHT_25-PERCENTILE,HEIGHT_50-PERCENTILE,HEIGHT_75-PERCENTILE,HEIGHT_95_PERCENTILE,LIDAR_COVER,POTENTIAL_VOLUME,STDDEV_HEIGHT,SURFACE_VOLUME,KURTOSIS,SKEWNESS,ASPECT,ELEVATION,SLOPE,YEAR,TPA,BA,SDI,CCF,QMD,TCUFT,TOPHT,NUMBER_OF_STRATA,TOTAL_COVER,STRUCTURE_CLASS,CANOPY_BASEHEIGHT,CANOPY_BULKDENSITY,ABOVEGROUND_BIOMASS,ABOVEGROUND_CARBON,ABOVEGROUND_LIVE_CARBON,GS_TPA,AF,AS,BM,BO,CH,CW,DF,DG,ES,GC,GF,IC,JP,KP,LO,LP,MA,MC,MH,NF,OH,OS,OT,PC,PL,PP,PY,RA,RC,RF,SF,SH,SP,SS,TO,WA,WB,WF,WH,WI,WJ,WL,WO,WP,YC,TRUE_FIR,OTHER_HARDWOOD,MAPLE,OAK,DOUGLAS_FIR,SPRUCE,CEDAR,PONDEROSA_PINE,OTHER_SOFTWOOD,LODGEPOLE_PINE,HEMLOCK,RED_ALDER,TANOAK,JUNIPER,LARCH,YEAR_DIFF,LAT,LON,ECOREGION3,AGENCY,DISTANCE_TO_WATER_M,PLOT_SIZE_AC,MEAS_YR,SAT_YEAR,LT_YSD_NBR,LT_YSD_SWIR1,WEIGHTS
77c68016,2013,olympic-peninsula_2013,0.071482,0.042118,0.024025,0.402788,0.390776,0.052795,0.0,14.055,18.799999,24.110001,30.16,88.64007099999998,3289.5,5.58931827545166,2137.16748046875,2.817758,-0.644637,303.9328918457031,97.50700378417967,24.087299346923828,2014,170.0,140.0,237.0,146.0,12.309680632601273,5141.0,105.0,1.0,67.0,1=SI,29.0,0.0806838,81.0,37.0,37.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,1.0,47.5646275689401,-124.13032408036952,coast_range,WADNR,641.754596,0.1,2014,2013.0,28.0,23.0,30
77c8f977,2012,hoh-river_2012,0.065805,0.029447,0.1454329999999999,0.24399,0.290865,0.163762,0.0,8.307501,17.67,27.532501,36.509998,90.47476,4059.0,8.397377014160156,1976.1826171875,2.0791060000000003,0.159134,131.96435546875,175.9578857421875,34.978599548339844,2013,410.0,243.0,438.0,258.0,10.415103945251987,8138.0,113.0,3.0,76.0,6=OM,12.0,0.0361067,114.0,52.0,52.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,1.0,47.67864555144443,-124.32123455435928,coast_range,WADNR,50.60410882,0.1,2013,2012.0,16.0,27.0,12
77cdce62,2015,four-rivers_2014-2015,0.369849,0.072977,0.026973,0.06189,0.034585,0.0,0.0,0.0,1.78,3.22,18.119001,55.717359,1777.0,1.8117769956588743,213.4492034912109,9.944841,2.7144790000000003,52.34930038452149,1685.057373046875,6.851349830627441,2015,44.0,28.0,50.0,22.0,10.835753891337127,772.0,45.0,2.0,15.0,3=UR,17.0,0.014551,14.0,6.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,44.61822801185808,-118.17073495123428,blue_mountains,USFS,684.9586943,0.25,2015,2015.0,21.0,21.0,460
77db0946,2015,upper-rogue_2015,0.100757,0.043666,0.127106,0.281714,0.249447,0.106363,0.0,5.515,15.05,23.549999,33.437,85.55766700000002,3788.5,8.9177885055542,1969.810791015625,1.971248,0.194391,227.5493011474609,1205.0203857421875,8.308699607849121,2016,80.0,132.0,195.0,96.0,17.425197444492213,4239.0,93.0,1.0,29.0,1=SI,33.0,0.109258,274.0,124.0,124.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,42.704415838427344,-122.31977695790172,cascades,USFS,303.1165332,0.25,2016,2015.0,30.0,17.0,0
77e9f3cd,2016,wa-western_2016,0.833506,0.116768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,4.972621,317.0,0.5345925092697144,14.66561508178711,22.712604000000002,4.2909690000000005,317.38934326171875,214.7127990722656,1.5340499877929688,2016,39.0,1.0,2.0,8.0,1.7635497740032278,3.0,9.0,1.0,6.0,1=SI,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.9254572205156,-121.82833556897228,puget_lowland,WADNR,843.4520092,0.1,2014,2016.0,31.0,4.0,32
780f21ed,2016,wa-western_2016,0.031633,0.010753,4.8e-05,0.0068959999999999,0.566207,0.384126,20.198502,26.450001,28.969999,31.190001,34.240002000000004,95.761404,3782.5,2.315822124481201,3143.83251953125,12.689169999999999,-2.9136849999999996,171.63084411621094,410.6997680664063,15.208499908447266,2017,420.0,324.0,555.0,333.0,11.896167864498237,13454.0,125.0,1.0,93.0,2=SE,24.0,0.175586,204.0,93.0,93.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,1.0,48.02487791129357,-121.79387464100044,north_cascades,WADNR,154.5763463,0.1,2017,2016.0,31.0,31.0,16
781aa89d,2012,rogue-river_2012,0.133763,0.036809,0.130248,0.23345,0.091095,0.311463,0.0,5.92,14.22,33.779999,44.268501,82.942785,4687.0,9.254076957702637,1665.90673828125,1.7716180000000001,0.37705,14.5735502243042,764.1177978515625,29.22710037231445,2013,1012.0,224.0,491.0,138.0,6.373177544148407,8750.0,118.0,3.0,63.0,6=OM,9.0,0.11586,148.0,67.0,67.0,112.0,0.0,0.0,0.0,2.0,0.0,0.0,203.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.263808565198616,-123.4261369112313,klamath_mountains_california_high_north_coast_range,BLM,408.7644177,0.125,2013,2012.0,14.0,17.0,27
7828f96f,2011,newberry-usfs_2011,0.655857,0.022709,0.121059,0.13568,0.0,0.0,0.0,0.0,0.0,5.31,13.61,32.143441,1587.0,4.81336784362793,254.04296875,3.624967,1.421135,289.4013671875,1395.7530517578125,2.0617001056671143,2014,184.0,69.0,136.0,74.0,8.274844015568673,1742.0,64.0,1.0,28.0,2=SE,18.0,0.0563821,27.0,12.0,12.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,3.0,43.477998024963455,-121.40865743230005,eastern_cascades_slopes_and_foothills,USFS,3079.985182,0.25,2015,2011.0,24.0,26.0,221
7848ed01,2011,pierce_2011,0.613456,0.128348,0.004928,0.0,0.0,0.0,0.0,0.0,0.0,1.46,3.53,25.819584,429.0,1.307360053062439,71.45103454589844,4.381514,1.553253,272.5800170898437,292.618408203125,12.606399536132812,2016,90.0,25.0,52.0,42.0,7.114070680317869,305.0,33.0,1.0,33.0,1=SI,3.0,0.035975,7.0,3.0,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,46.86953265784998,-122.31575642727783,puget_lowland,WADNR,547.4884751,0.1,2016,2011.0,26.0,13.0,35
78534dd6,2012,chehalis_2012,0.163224,0.029308,0.006268,0.088983,0.454449,0.217867,0.0,13.4775,25.465,29.450001,33.529999,80.746822,3811.0,7.391677856445312,2863.39501953125,2.0932779999999998,-0.8009189999999999,136.89704895019528,515.3419799804689,6.375900268554688,2014,120.0,261.0,364.0,291.0,19.957579934932824,10760.0,131.0,1.0,65.0,2=SE,68.0,0.145197,180.0,82.0,82.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.93374662704281,-123.21167494255342,coast_range,WADNR,213.2233249,0.1,2014,2012.0,27.0,27.0,13
785f3527,2018,yakima-basin_2018,0.505311,0.030124,0.259446,0.016194,0.0,0.0,0.0,0.0,0.13,5.43,8.69,46.456556,1060.0,3.195940971374512,360.16717529296875,2.247673,0.797956,167.00735473632812,1242.306640625,3.758049964904785,2018,536.0,92.0,213.0,112.0,5.621835616312847,1336.0,47.0,1.0,52.0,2=SE,7.0,0.0931788,28.0,13.0,13.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.578103314501625,-120.97816111724904,eastern_cascades_slopes_and_foothills,WADNR,244.9795016,0.1,2013,2018.0,33.0,15.0,193
786b2cb2,2015,four-rivers_2014-2015,0.900951,0.020748,0.017973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,7.830052,149.5,0.2054619938135147,3.536142349243164,18.874531,3.967912,143.74740600585938,1514.9364013671875,17.183500289916992,2015,36.0,32.0,53.0,29.0,12.752341643410936,339.0,20.0,1.0,22.0,1=SI,13.0,0.00312142,7.0,3.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,44.60691688737822,-118.28711450370147,blue_mountains,USFS,254.7922129,0.25,2015,2015.0,30.0,30.0,179
78986202,2015,four-rivers_2014-2015,0.934203,0.002682,0.023243,0.019667,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.311461,213.5,0.1749390065670013,1.0790009498596191,26.088304,4.770926,33.28364944458008,1363.6895751953125,2.8451499938964844,2015,4.0,1.0,2.0,1.0,5.5,4.0,16.0,0.0,1.0,0=BG,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.664434435158704,-118.38504341380632,blue_mountains,USFS,230.6971486,0.25,2015,2015.0,15.0,21.0,745
78a2d562,2015,upper-rogue_2015,0.45204,0.052263,0.212317,0.175032,0.010277,0.005417,0.0,0.0,1.025,8.65,15.64,49.56979000000001,1668.5,5.069130420684815,588.3566284179688,6.386734,1.512453,274.38262939453125,1400.427490234375,6.522299766540527,2016,108.0,72.0,127.0,70.0,11.061126491755855,1773.0,67.0,1.0,22.0,1=SI,22.0,0.0875038,50.0,23.0,23.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.40126807232255,-122.37441848063436,cascades,USFS,367.9431957,0.25,2016,2015.0,30.0,28.0,11
78bb9fab,2017,king-county_2016-2017,0.05941,0.059555,0.067433,0.234533,0.244652,0.311868,0.0,12.035,23.059999,31.549999,36.400002,88.103498,3758.5,6.44915771484375,3165.8134765625,1.9279060000000001,-0.394242,303.0791931152344,299.164306640625,13.524850845336914,2017,290.0,279.0,458.0,320.0,13.291622921708775,10661.0,125.0,2.0,91.0,3=UR,24.0,0.0733301,192.0,87.0,87.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,10.0,4.0,54.0,0.0,0.0,0.0,26.0,100.0,0.0,0.0,0.0,0.0,47.47361053864082,-121.66012874596171,north_cascades,WADNR,155.2213355,0.1,2017,2017.0,32.0,32.0,14
78c002fa,2015,klickitat_2015,0.146522,0.031898,0.020503,0.154913,0.369904,0.247318,0.0,13.38,23.77,29.940001,34.580002,82.158013,3827.5,6.323884010314941,2797.79296875,2.088541,-0.650461,308.6430053710937,894.582275390625,32.98440170288086,2016,140.0,220.0,328.0,256.0,16.992918686682856,7897.0,118.0,2.0,62.0,3=UR,42.0,0.112045,136.0,62.0,62.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.82877562821917,-121.62562873952622,eastern_cascades_slopes_and_foothills,WADNR,62.87138291,0.1,2016,2015.0,30.0,30.0,15
79267efa,2014,colockum_2014,0.449597,0.0801149999999999,0.174767,0.10017,0.000106,0.0,0.0,0.0,0.78,5.49,12.7185,47.028862,1644.5,4.037688255310059,361.1759643554688,4.232233,1.410703,291.9515991210937,1444.2034912109375,18.04935073852539,2014,30.0,20.0,35.0,25.0,11.003181197501345,435.0,49.0,2.0,16.0,3=UR,4.0,0.0193155,8.0,4.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.16739284594672,-120.3810362221148,eastern_cascades_slopes_and_foothills,WADNR,142.18045619999998,0.1,2014,2014.0,29.0,12.0,86
792b3fa7,2015,dnr-clallam_2015,0.104781,0.074262,0.036877,0.125254,0.159461,0.483215,0.0,12.23,29.059999,36.200001,46.6255,82.095626,4981.5,12.42246437072754,3325.113037109375,1.8893259999999998,-0.343776,201.113998413086,137.94125366210938,7.3797502517700195,2017,30.0,229.0,250.0,282.0,37.4488540100584,14297.0,146.0,2.0,48.0,6=OM,10.0,0.0376027,172.0,78.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.15314637061272,-123.90143689040904,coast_range,WADNR,156.4768618,0.1,2017,2015.0,30.0,30.0,42
7935263b,2015,four-rivers_2014-2015,0.572332,0.065286,0.106989,0.023584,0.0,0.0,0.0,0.0,0.0,2.8,8.622,36.238136,709.7887573242188,1.92938244342804,151.06065368652344,5.415079,1.765221,26.73344993591309,1297.12353515625,4.265100002288818,2015,32.0,16.0,30.0,16.0,9.54908365539352,351.0,51.0,1.0,9.0,1=SI,38.0,0.0108371,6.0,3.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,44.66790900893901,-118.35636367323244,blue_mountains,USFS,32.60835937,0.25,2015,2015.0,30.0,30.0,619
79376326,2015,dnr-clallam_2015,0.039697,0.143256,0.117563,0.3096239999999999,0.242971,0.0,0.22,3.05,12.26,19.827499,24.24,81.70474899999998,2569.5,4.038478374481201,2194.748046875,1.514746,0.041296,100.30079650878906,133.22904968261722,7.951800346374513,2017,240.0,100.0,194.0,167.0,8.759922869021953,3123.0,81.0,2.0,71.0,3=UR,4.0,0.025448,59.0,27.0,27.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.0,0.0,2.0,48.05559689620711,-124.3107920971456,coast_range,WADNR,145.1269018,0.1,2017,2015.0,30.0,30.0,23
795026f0,2015,hood-canal_2015,0.153139,0.090173,0.395632,0.115651,0.0,0.0,0.0,1.5,5.13,8.0,11.7655,75.66879,1437.0,3.076900005340576,688.1271362304688,2.168815,0.274544,292.4139404296875,157.14195251464844,2.3586502075195312,2015,280.0,73.0,155.0,116.0,6.927661948218952,1225.0,48.0,2.0,62.0,3=UR,5.0,0.0846217,25.0,11.0,11.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.57487181375034,-122.91448209893726,puget_lowland,WADNR,547.1295573,0.1,2015,2015.0,30.0,25.0,54
79a9b258,2013,olympic-peninsula_2013,0.04201,0.01792,0.069958,0.606302,0.250875,0.0,0.26,12.8,16.870001000000002,20.0,23.889999,94.007002,2700.5,3.3929653167724614,1937.72021484375,3.6469050000000003,-0.918949,83.81654357910156,547.28076171875,46.75970077514648,2017,310.0,256.0,432.0,290.0,12.300550781731989,7483.0,97.0,2.0,85.0,3=UR,20.0,0.117787,127.0,58.0,58.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,137.0,6.0,3.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,4.0,47.74793901996088,-124.1672054519938,coast_range,WADNR,144.36300580000002,0.1,2017,2013.0,28.0,25.0,16
79b19e17,2016,wa-western_2016,0.112597,0.018893,0.048266,0.264911,0.437289,0.088533,0.0,12.56,20.629999,24.889999,31.82,86.850996,2757.0,4.280411720275879,2391.114013671875,2.364229,-0.581592,175.31619262695312,290.1723937988281,14.703399658203123,2016,420.0,284.0,499.0,317.0,11.127432897318307,10095.0,110.0,2.0,89.0,3=UR,11.0,0.083293,177.0,80.0,80.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,173.0,24.0,0.0,0.0,0.0,0.0,45.94586486008511,-122.41446804891925,cascades,WADNR,32.21264501,0.1,2016,2016.0,31.0,17.0,57
79c8ee3f,2014,lane-county_2014,0.034876,0.020926,0.048732,0.262796,0.5559430000000001,0.018663,0.574,15.8,21.17,24.33,28.280001,94.419832,2965.0,4.503720283508301,2277.8623046875,3.10528,-0.977585,270.54129028320307,1030.4737548828125,22.525299072265625,2017,248.0,210.0,353.0,250.0,12.45710070765243,6831.0,101.0,1.0,74.0,2=SE,20.0,0.144034,116.0,53.0,53.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,3.0,43.52801197452773,-122.80384297564488,cascades,BLM,408.285566,0.125,2017,2014.0,29.0,29.0,45
79cd0c5d,2012,chehalis_2012,0.054929,0.02211,0.1193,0.745624,0.030631,0.0,0.09,10.57,13.77,16.4,19.48,92.296177,2124.0,3.4030628204345703,1505.7431640625,3.4386059999999996,-0.964707,229.0659484863281,151.19949340820312,26.607200622558597,2013,140.0,135.0,222.0,169.0,13.317174816638692,3405.0,81.0,1.0,61.0,1=SI,29.0,0.108975,62.0,28.0,28.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,46.92703963839646,-123.38942835100048,coast_range,WADNR,226.1382492,0.1,2013,2012.0,27.0,27.0,12
